P_kPa,G_kg_m2s,X,D_mm,CHF_kW_m2,P_reduced,rho_l_kg_m3,rho_g_kg_m3,density_ratio
12750.0,1590.0,0.184,8.0,1548.0,0.5778643944888188,642.5979576297052,76.15045398615318,8.43853088185859
12750.0,1601.0,0.048,8.0,2504.0,0.5778643944888188,642.5979576297052,76.15045398615318,8.43853088185859
7030.0,1898.0,0.083,12.8,3259.0,0.3186185641769722,739.1887194531164,36.70035054781424,20.14118961861361
6895.0,7498.7,0.033,12.8,2873.8,0.3125000000000318,741.6026080444277,35.91361319646985,20.64962397371156
7850.0,1587.0,0.29,8.0,2673.0,0.35578317621468447,724.7885535948081,41.59050611541581,17.426778880340677
11760.0,519.0,0.701,15.100000000000001,333.0,0.5329949238579222,659.1822548452111,68.24138482743484,9.659567380001386
1040.0,4338.0,-0.0817,12.52,7144.2,0.04713560551124482,885.2948359274103,5.341306219584258,165.74500684522025
11760.0,962.0,0.109,11.05,2476.0,0.5329949238579222,659.1822548452111,68.24138482743484,9.659567380001386
101.3,14.1,0.7357,6.0,144.0,0.004591189267585674,958.3724572618909,0.5975188502670592,1603.920038394687
9800.0,5004.0,0.03,6.07,3398.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
2275.0,1444.0,0.346,9.96,3953.0,0.10310913705584805,841.5112267969392,11.395349040543556,73.84690225836201
5001.0,2220.0,0.316,15.2,2168.0,0.22665881073243785,777.348880270373,25.35655721713028,30.65672021693918
117.0,119.3,0.885,9.299999999999999,479.0,0.005302755620015043,955.4019962080289,0.6837201567070855,1397.3582420173336
11760.0,2773.0,0.056,8.05,2326.0,0.5329949238579222,659.1822548452111,68.24138482743484,9.659567380001386
6870.0,1991.7,0.316,9.51,2370.0,0.31136693255985765,742.0511418862062,35.768465423735464,20.745959690901117
7850.0,4011.0,0.186,8.0,2026.0,0.35578317621468447,724.7885535948081,41.59050611541581,17.426778880340677
7850.0,2206.0,0.071,8.0,3921.0,0.35578317621468447,724.7885535948081,41.59050611541581,17.426778880340677
12000.0,805.0,0.401,10.0,1520.0,0.5438723712835941,655.1799465527706,70.1057039157811,9.345601141668114
12750.0,2671.0,0.312,8.0,404.0,0.5778643944888188,642.5979576297052,76.15045398615318,8.43853088185859
6860.0,1001.0,0.716,7.8,560.0,0.310913705583788,742.2306911325637,35.71045357605859,20.784689546205552
7850.0,4004.0,0.047,8.0,3217.0,0.35578317621468447,724.7885535948081,41.59050611541581,17.426778880340677
1128.0,646.0,0.63,6.07,1772.0,0.05112400290065785,881.4013260554881,5.77261826220092,152.68657756687296
1422.0,748.0,0.819,3.94,775.0,0.0644488759971059,869.5507277848959,7.210969008818715,120.58722298230259
13720.0,4997.0,0.046,5.78,3047.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
11760.0,1993.0,-0.062,10.8,3430.0,0.5329949238579222,659.1822548452111,68.24138482743484,9.659567380001386
6860.0,1003.0,0.745,8.0,806.0,0.310913705583788,742.2306911325637,35.71045357605859,20.784689546205552
1177.0,482.0,0.613,13.100000000000001,1470.0,0.05334481508339919,879.3106551839993,6.0125572378882906,146.24570218525315
9810.0,502.0,0.539,8.01,1790.0,0.4446156635243382,691.5892934498335,54.16750050295774,12.767605797355744
11760.0,1539.0,0.373,10.0,439.0,0.5329949238579222,659.1822548452111,68.24138482743484,9.659567380001386
1510.0,1325.0,0.24,9.99,4907.0,0.06843727338651892,866.2841415356147,7.641271617819385,113.36910724589961
1008.0,804.5,0.098,6.0,3442.3,0.045685279187821906,886.7589331415421,5.184306214603895,171.0467893743608
3403.0,699.0,0.755,10.0,1494.0,0.1542331399565059,812.0270291567546,17.033256340795088,47.673035203018046
9800.0,2804.0,0.28,7.95,1500.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
9800.0,1493.0,0.454,5.78,888.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
13720.0,498.0,0.552,10.8,622.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
3620.0,2752.7,-0.198,12.7,6466.9,0.16406816533721755,806.9426361617138,18.137706072805315,44.489784591426336
13830.0,1030.0,0.454,7.779999999999999,270.0,0.6268129079043422,624.1664490142375,85.51455766046452,7.298949630219569
9800.0,999.0,0.557,8.05,907.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
5516.0,660.2,0.778,9.5,1757.34,0.2500000000000254,767.2095297279967,28.14449166770353,27.25966909568979
3207.0,274.0,0.944,9.93,482.0,0.14534989122554054,816.7536370925845,16.041761333071324,50.91421198299367
13730.0,2000.0,0.177,7.96,933.0,0.6222806381436456,625.8937996738728,84.61112878050665,7.397298779662078
11029.0,2712.0,0.049,14.1,2369.1,0.49986403190722994,671.3324701276346,62.75288399242705,10.698033738316317
987.0,991.4,-0.005,10.0,5005.3,0.04473350253807562,887.7348429458151,5.0812204632149855,174.70897973675565
11066.1,4099.9,0.201,9.32,1253.742,0.5015455039884484,670.7166731202843,63.02489170807121,10.642091639395705
13720.0,1508.0,0.247,10.8,1072.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
11760.0,771.0,0.463,15.100000000000001,496.0,0.5329949238579222,659.1822548452111,68.24138482743484,9.659567380001386
11760.0,2004.0,0.167,7.95,1453.0,0.5329949238579222,659.1822548452111,68.24138482743484,9.659567380001386
6895.0,7322.4,-0.06,12.8,6277.7,0.3125000000000318,741.6026080444277,35.91361319646985,20.64962397371156
1824.0,564.0,0.656,13.100000000000001,1450.0,0.08266860043510631,855.4308877717697,9.178176631311706,93.20270486552133
2080.0,1345.0,0.45,15.0,1134.0,0.09427121102248964,847.3276799995724,10.434846215832234,81.20174101981182
13730.0,2000.0,-0.065,7.96,3820.0,0.6222806381436456,625.8937996738728,84.61112878050665,7.397298779662078
7100.0,785.0,0.596,7.85,2858.0,0.3217911530094599,737.9423576666537,37.110261741348694,19.88512942349931
11760.0,2039.0,0.297,10.75,664.0,0.5329949238579222,659.1822548452111,68.24138482743484,9.659567380001386
1245.0,776.0,0.488,13.100000000000001,1464.0,0.05642675852067289,876.4920926485024,6.345339924449752,138.13162148669429
7840.0,2991.0,-0.076,7.82,5928.0,0.35532994923861483,724.9617817794069,41.52966689381496,17.456479572374704
2990.0,254.6,0.986,8.11,481.0,0.13551486584482886,822.1534138848058,14.95036387047268,54.992200926198066
398.0,100.0,0.679,6.0,361.0,0.018038433647572537,923.0542470648346,2.1525441724108347,428.82011848844905
9800.0,2718.0,0.103,8.0,2668.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
1000.0,761.0,0.481,13.100000000000001,2486.0,0.045322697606966174,887.1292659772964,5.145040779948233,172.4241466529683
6963.0,809.0,0.731,9.979999999999999,1490.0,0.3155819434373055,740.3850157810876,36.30927309876569,20.39107237886997
3620.0,6088.4,-0.117,12.7,7413.3,0.16406816533721755,806.9426361617138,18.137706072805315,44.489784591426336
10010.0,1000.9,0.618,8.11,667.0,0.4536802030457314,688.2572185286643,55.53168761942249,12.393954659644503
294.0,500.0,0.6091,12.0,1180.0,0.013324873096448055,932.41108261763,1.6198374682504237,575.6201476341458
7040.0,3020.7,0.33,8.11,1690.0,0.3190717911530419,739.0104509809644,36.758826238280044,20.1042994732887
12000.0,750.0,0.622,8.11,481.0,0.5438723712835941,655.1799465527706,70.1057039157811,9.345601141668114
5020.0,2008.4,0.497,8.11,1733.0,0.2275199419869702,776.9677832147523,25.45841450331889,30.519095488584444
13720.0,1095.0,0.279,10.8,930.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
2756.0,912.0,0.619,10.0,1518.0,0.12490935460479878,828.1988033184738,13.780403492427581,60.09974989292398
7060.0,1056.0,0.76,7.8100000000000005,834.0,0.3199782451051812,738.654131955477,36.87586051990244,20.030831051571383
3226.0,787.0,0.683,10.0,1999.0,0.1462110224800729,816.2894634508076,16.13763242797567,50.582975358622924
9800.0,3704.0,0.334,10.0,1029.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
10000.0,1229.0,0.176,10.0,3508.0,0.4532269760696618,688.423692322029,55.46308524399162,12.412286285437153
6940.0,402.0,0.91,15.0,503.0,0.31453952139234526,740.7964559993443,36.17530609208304,20.47795958142473
1765.0,476.0,0.667,13.100000000000001,2072.0,0.0799945612762953,857.3855316394515,8.88910398368326,96.4535383108645
100.0,217.5,0.72,4.0,536.0,0.004532269760696618,958.6315057778297,0.5903439801085902,1623.8524285476667
1043.0,3468.0,0.3225,15.7,3900.0,0.047271573604065725,885.158957352686,5.35602015426885,165.26430667875613
13720.0,1992.0,0.309,8.030000000000001,555.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
14000.0,446.0,0.617,10.0,805.0,0.6345177664975264,621.2182739433729,87.06886131799513,7.13479267489836
2010.0,2499.3,0.367,8.11,1023.0,0.09109862219000202,849.4867342038904,10.090789565973381,84.18436720436623
5168.0,2888.0,0.188,7.0,4521.0,0.2342277012328012,774.0185127709591,26.25440094405465,29.4814768167939
5020.0,1005.5,0.769,8.11,1340.0,0.2275199419869702,776.9677832147523,25.45841450331889,30.519095488584444
106.0,144.0,0.761,8.0,412.0,0.0048042059463384145,957.4535478078427,0.6234094763270974,1535.834125346974
6860.0,517.0,0.86,15.100000000000001,683.0,0.310913705583788,742.2306911325637,35.71045357605859,20.784689546205552
13790.0,1352.7,0.138,9.5,1476.54,0.6250000000000636,624.8579813954788,85.15223372759066,7.338127892151994
11760.0,1507.0,0.309,8.05,1197.0,0.5329949238579222,659.1822548452111,68.24138482743484,9.659567380001386
6860.0,990.0,0.812,8.030000000000001,430.0,0.310913705583788,742.2306911325637,35.71045357605859,20.784689546205552
5001.0,1400.0,0.548,15.2,941.0,0.22665881073243785,777.348880270373,25.35655721713028,30.65672021693918
2940.0,1617.0,0.425,8.0,4251.0,0.13324873096448056,823.4247180620403,14.699786870569966,56.01609909804856
5880.0,546.0,0.839,10.8,1558.0,0.2664974619289611,760.2563964351368,30.15040560032466,25.215461659558912
1000.0,6982.0,-0.163,8.0,12637.0,0.045322697606966174,887.1292659772964,5.145040779948233,172.4241466529683
6895.0,3851.0,0.167,6.22,3690.9,0.3125000000000318,741.6026080444277,35.91361319646985,20.64962397371156
6964.0,2617.1,0.321,12.62,1692.4,0.31562726613491243,740.3671360954952,36.31510102788222,20.387307625195692
705.0,151.0,0.842,10.0,786.0,0.031952501812911156,902.2724625281966,3.690818558467087,244.46405268508747
13720.0,2717.0,0.065,10.8,1825.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
12476.0,1623.1,0.128,14.1,1530.0,0.56544597534451,647.2101879797591,73.90207336339947,8.75767293831156
10234.0,2857.0,0.178,7.0,2152.0,0.46383248730969184,684.5312121974606,57.07945188343601,11.992603110404184
500.0,6974.0,-0.074,8.0,8824.0,0.022661348803483087,915.2900274780151,2.6680480129857886,343.05605559688644
100.0,203.9,0.8,4.0,442.0,0.004532269760696618,958.6315057778297,0.5903439801085902,1623.8524285476667
7850.0,500.0,0.94,10.7,387.0,0.35578317621468447,724.7885535948081,41.59050611541581,17.426778880340677
2986.0,2008.0,0.466,8.0,1944.0,0.135333575054401,822.2547281311229,14.930305659362256,55.07286634922418
7030.0,4050.0,0.05,5.58,5690.0,0.3186185641769722,739.1887194531164,36.70035054781424,20.14118961861361
3000.0,3191.0,0.297,10.0,2416.0,0.13596809282089853,821.9004215420163,15.000518633607255,54.79146698972297
14000.0,364.0,0.445,10.0,1452.0,0.6345177664975264,621.2182739433729,87.06886131799513,7.13479267489836
6860.0,4000.0,-0.029,8.01,4770.0,0.310913705583788,742.2306911325637,35.71045357605859,20.784689546205552
10000.0,349.0,0.968,10.01,517.0,0.4532269760696618,688.423692322029,55.46308524399162,12.412286285437153
1030.0,505.7,0.547,8.11,1229.0,0.046682378535175165,885.7494531307183,5.292253963148713,167.3671481562323
2979.0,994.0,0.754,8.0,1092.0,0.13501631617115223,822.4321900365054,14.8952088567082,55.21454569373931
11760.0,913.0,0.197,10.0,2698.0,0.5329949238579222,659.1822548452111,68.24138482743484,9.659567380001386
265.0,983.0,0.246,10.1,1960.0,0.012010514865846037,935.3917618892135,1.4695700765733029,636.5070824457249
6860.0,1010.0,0.694,10.75,691.0,0.310913705583788,742.2306911325637,35.71045357605859,20.784689546205552
6895.0,2698.4,0.489,6.17,778.9,0.3125000000000318,741.6026080444277,35.91361319646985,20.64962397371156
6860.0,1978.0,0.472,7.8100000000000005,1227.0,0.310913705583788,742.2306911325637,35.71045357605859,20.784689546205552
11097.0,3387.3,0.07,14.1,2012.6,0.5029459753445037,670.203750335096,63.25195824822368,10.59577867462969
7060.0,1994.0,0.453,8.030000000000001,1686.0,0.3199782451051812,738.654131955477,36.87586051990244,20.030831051571383
13720.0,1499.0,0.111,5.8100000000000005,1986.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
7010.0,2005.7,0.46,8.11,1301.0,0.3177121102248329,739.5454757392854,36.58348187962185,20.21528399545904
9970.0,2501.7,0.355,8.11,732.0,0.4518672951414528,688.923190750624,55.25752828977385,12.4674992181675
9800.0,7420.0,0.03,10.01,3313.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
9800.0,2281.0,0.319,10.01,1049.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
13720.0,1997.0,0.336,8.030000000000001,419.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
1961.0,428.0,0.707,13.100000000000001,1463.0,0.08887781000726068,851.0224323992828,9.850157253877645,86.39683717376862
7100.0,4552.6,0.0,6.01,5232.0,0.3217911530094599,737.9423576666537,37.110261741348694,19.88512942349931
1716.0,480.0,0.666,13.100000000000001,2084.0,0.07777374909355396,859.0366080977154,8.649150667675386,99.3203426676572
13720.0,467.0,0.652,10.0,295.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
6860.0,501.0,0.947,8.01,310.0,0.310913705583788,742.2306911325637,35.71045357605859,20.784689546205552
9800.0,1499.0,0.414,5.8100000000000005,1558.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
2940.0,1005.0,0.714,8.0,781.0,0.13324873096448056,823.4247180620403,14.699786870569966,56.01609909804856
1804.0,214.0,0.901,10.0,521.0,0.08176214648296698,856.0895068280976,9.080166381629654,94.28125772673911
100.0,693.1,0.58,4.0,1892.0,0.004532269760696618,958.6315057778297,0.5903439801085902,1623.8524285476667
13730.0,1999.0,-0.12,8.0,4100.0,0.6222806381436456,625.8937996738728,84.61112878050665,7.397298779662078
7850.0,1601.0,0.343,8.0,2340.0,0.35578317621468447,724.7885535948081,41.59050611541581,17.426778880340677
11760.0,4992.0,0.063,5.8500000000000005,2063.0,0.5329949238579222,659.1822548452111,68.24138482743484,9.659567380001386
6998.0,6766.0,0.049,11.2,2492.0,0.3171682378535493,739.7596706585539,36.513413514007624,20.259942839218805
2990.0,2007.1,0.474,7.9799999999999995,866.0,0.13551486584482886,822.1534138848058,14.95036387047268,54.992200926198066
11760.0,1992.0,0.318,8.030000000000001,632.0,0.5329949238579222,659.1822548452111,68.24138482743484,9.659567380001386
294.0,200.0,0.8053,12.0,912.0,0.013324873096448055,932.41108261763,1.6198374682504237,575.6201476341458
109.0,100.0,0.791,8.0,278.0,0.004940174039159313,956.8807995780813,0.6398963149227269,1495.3685109026344
7850.0,2199.0,0.193,6.07,3061.0,0.35578317621468447,724.7885535948081,41.59050611541581,17.426778880340677
12750.0,2682.0,0.269,8.0,649.0,0.5778643944888188,642.5979576297052,76.15045398615318,8.43853088185859
2893.0,220.0,0.787,9.99,2048.0,0.13111856417695314,824.6295919428179,14.46453971176547,57.01042745743672
101.0,400.0,0.187,12.3,938.6,0.004577592458303584,958.4320448434393,0.5958636449701911,1608.4754506064658
11097.0,3387.3,0.07,14.1,2012.6,0.5029459753445037,670.203750335096,63.25195824822368,10.59577867462969
687.0,100.0,0.684,12.3,812.6,0.031136693255985764,903.312744240607,3.601539382968379,250.81295751265645
6860.0,1000.0,0.618,7.75,2070.0,0.310913705583788,742.2306911325637,35.71045357605859,20.784689546205552
8000.0,636.0,0.761,10.0,1287.0,0.3625815808557294,722.1962748575713,42.50681853817196,16.990127694666793
9800.0,1625.0,0.395,8.0,1317.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
7000.0,1300.0,0.551,10.0,1457.0,0.3172588832487632,739.723964125216,36.52508882685207,20.25248912143356
313.0,106.0,0.837,6.0,344.0,0.014186004350980413,930.5593882049574,1.7178313278545427,541.7059132151026
1236.0,634.0,0.686,7.760000000000001,976.0,0.056018854242210196,876.8598902666295,6.301305809860858,139.15526665829157
13730.0,501.0,0.415,8.01,1220.0,0.6222806381436456,625.8937996738728,84.61112878050665,7.397298779662078
824.0,623.0,0.536,10.0,1526.0,0.03734590282814013,895.7726673460417,4.279206039319945,209.33151129324884
7000.0,753.0,0.824,8.11,1309.0,0.3172588832487632,739.723964125216,36.52508882685207,20.25248912143356
9800.0,2149.0,0.326,11.0,689.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
6860.0,4000.0,0.011,8.01,3690.0,0.310913705583788,742.2306911325637,35.71045357605859,20.784689546205552
2940.0,995.0,0.469,8.0,3752.0,0.13324873096448056,823.4247180620403,14.699786870569966,56.01609909804856
14000.0,4021.4,0.083,8.11,2598.0,0.6345177664975264,621.2182739433729,87.06886131799513,7.13479267489836
2540.0,416.0,0.684,9.99,3448.0,0.11511965192169409,834.0144189582142,12.706294348922004,65.63789536553367
1079.0,952.0,0.445,10.0,1759.0,0.0489031907179165,883.5461777340955,5.532528246883243,159.70025606861427
6860.0,5072.0,0.072,5.8100000000000005,3801.0,0.310913705583788,742.2306911325637,35.71045357605859,20.784689546205552
6895.0,1789.9,0.068,12.8,3438.5,0.3125000000000318,741.6026080444277,35.91361319646985,20.64962397371156
12750.0,2209.0,0.164,6.07,1570.0,0.5778643944888188,642.5979576297052,76.15045398615318,8.43853088185859
1990.0,2001.4,0.409,8.11,910.0,0.09019216823786269,850.1110639315773,9.992552429492164,85.07446620170309
12010.0,4025.0,0.105,8.11,1764.0,0.5443255982596638,655.0129803444866,70.18408952946216,9.332784463486167
6943.0,1362.8,0.449,11.299999999999999,1905.4,0.31467548948516616,740.7427672736916,36.19277186566215,20.466593993494882
11760.0,3441.0,0.299,5.78,953.0,0.5329949238579222,659.1822548452111,68.24138482743484,9.659567380001386
13720.0,2784.0,0.199,8.05,903.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
550.0,100.0,0.678,12.3,783.1,0.024927483683831398,911.8467733022147,2.918886827984813,312.39538462399037
13720.0,2625.0,0.041,10.0,2214.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
6860.0,4444.0,0.072,3.9899999999999998,3769.0,0.310913705583788,742.2306911325637,35.71045357605859,20.784689546205552
109.0,149.0,0.729,8.0,448.0,0.004940174039159313,956.8807995780813,0.6398963149227269,1495.3685109026344
451.0,5259.0,0.0115,15.82,4563.0,0.020440536620741745,918.8809951227008,2.421110094366724,379.5287943578821
3010.0,3989.1,0.327,8.11,1660.0,0.1364213197969682,821.6478461731322,15.05068662756351,54.592050615709695
13730.0,1000.0,0.493,8.01,469.0,0.6222806381436456,625.8937996738728,84.61112878050665,7.397298779662078
14000.0,1250.6,0.371,8.11,652.0,0.6345177664975264,621.2182739433729,87.06886131799513,7.13479267489836
9810.0,502.0,0.567,8.01,1770.0,0.4446156635243382,691.5892934498335,54.16750050295774,12.767605797355744
1010.0,4982.0,-0.015,8.0,8849.0,0.04577592458303584,886.6666237238146,5.194121575126838,170.7057894004267
4992.0,2240.0,0.364,15.100000000000001,1557.0,0.22625090645397516,777.5296011447427,25.30833500783229,30.722273942719543
1491.0,415.0,0.636,12.9,2426.0,0.06757614213198657,866.9800506189329,7.548359967114272,114.85674429890473
12000.0,5021.1,0.341,8.11,955.0,0.5438723712835941,655.1799465527706,70.1057039157811,9.345601141668114
9810.0,4000.0,0.02,8.01,2390.0,0.4446156635243382,691.5892934498335,54.16750050295774,12.767605797355744
814.0,1233.0,0.423,7.760000000000001,1213.0,0.03689267585207047,896.2959104489682,4.229870919221914,211.89675230416776
4980.0,4984.1,0.274,8.11,2506.0,0.22570703408269155,777.7707646187823,25.244064652500185,30.810044868972852
13720.0,1963.0,0.248,10.0,840.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
7840.0,2199.0,0.21,6.07,2940.0,0.35532994923861483,724.9617817794069,41.52966689381496,17.456479572374704
112.0,92.2,0.696,9.299999999999999,606.0,0.005076142131980212,956.3182214735536,0.6563538129603745,1457.0163265453423
7030.0,2698.0,0.047,12.8,2992.0,0.3186185641769722,739.1887194531164,36.70035054781424,20.14118961861361
11760.0,993.0,0.464,8.030000000000001,452.0,0.5329949238579222,659.1822548452111,68.24138482743484,9.659567380001386
3844.0,592.0,0.849,7.760000000000001,1141.0,0.174220449601178,801.8409719484332,19.28560606643983,41.577172591105146
997.0,1202.8,-0.091,8.0,4404.2,0.04518672951414528,887.2685958620848,5.130314570497177,172.94623627262294
2940.0,996.0,0.665,8.0,1364.0,0.13324873096448056,823.4247180620403,14.699786870569966,56.01609909804856
5000.0,750.6,0.887,8.11,625.0,0.2266134880348309,777.3689539624161,25.351198370023667,30.663992392628277
7850.0,7549.0,0.056,6.07,3140.0,0.35578317621468447,724.7885535948081,41.59050611541581,17.426778880340677
5880.0,1439.0,0.491,7.95,2232.0,0.2664974619289611,760.2563964351368,30.15040560032466,25.215461659558912
108.0,100.0,0.792,8.0,264.0,0.004894851341552347,957.0705627268932,0.634404007231617,1508.6136780618924
6860.0,1000.0,0.649,8.01,1203.0,0.310913705583788,742.2306911325637,35.71045357605859,20.784689546205552
6977.0,2198.8,0.898,5.98,123.5,0.31621646120380303,740.134768254029,36.390888996154516,20.338463518498827
9800.0,517.0,0.656,10.0,1181.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
9810.0,4000.0,0.077,7.82,1900.0,0.4446156635243382,691.5892934498335,54.16750050295774,12.767605797355744
10000.0,603.0,0.83,10.0,373.0,0.4532269760696618,688.423692322029,55.46308524399162,12.412286285437153
11760.0,1528.0,0.353,10.75,530.0,0.5329949238579222,659.1822548452111,68.24138482743484,9.659567380001386
11760.0,4976.0,0.222,5.78,1479.0,0.5329949238579222,659.1822548452111,68.24138482743484,9.659567380001386
5109.0,2170.0,0.38,15.2,1625.0,0.2315536620739902,775.1901995096006,25.936532537479895,29.887965879378932
7100.0,469.8,0.942,6.01,1689.0,0.3217911530094599,737.9423576666537,37.110261741348694,19.88512942349931
13720.0,2739.0,0.165,10.8,1073.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
2940.0,2190.0,0.409,8.0,3030.0,0.13324873096448056,823.4247180620403,14.699786870569966,56.01609909804856
9800.0,3353.0,0.036,5.8100000000000005,4165.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
2940.0,2206.0,0.43,8.0,2413.0,0.13324873096448056,823.4247180620403,14.699786870569966,56.01609909804856
6895.0,7472.0,0.122,6.22,3776.0,0.3125000000000318,741.6026080444277,35.91361319646985,20.64962397371156
294.0,400.0,0.6691,12.0,1232.0,0.013324873096448055,932.41108261763,1.6198374682504237,575.6201476341458
6860.0,5029.0,0.255,5.78,2291.0,0.310913705583788,742.2306911325637,35.71045357605859,20.784689546205552
6870.0,1436.1,0.346,12.6,2290.0,0.31136693255985765,742.0511418862062,35.768465423735464,20.745959690901117
6453.0,3820.0,0.146,15.2,1817.0,0.2924673676577527,749.608034329725,33.37183326928391,22.462297119879203
2952.0,144.0,0.944,10.0,519.0,0.13379260333576415,823.118631728789,14.759895607229408,55.767239391965944
9800.0,2190.0,0.324,8.0,1236.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
6860.0,4008.0,0.287,8.01,1780.0,0.310913705583788,742.2306911325637,35.71045357605859,20.784689546205552
13790.0,2760.8,-0.016,9.5,3243.34,0.6250000000000636,624.8579813954788,85.15223372759066,7.338127892151994
