P,G,X,CHF,gp_posterior_std_log,gridinterp_reference_kWm2,source
6365.74438927863,1033.65971706868,0.8023491345375546,580.5936319488719,0.09621619190155832,602.5695007999987,synthetic_gp_augmentation
12983.810628848116,7405.531499851283,0.3258979967353107,1636.5587764540323,0.17476624785700565,1737.55187083373,synthetic_gp_augmentation
6107.618542665901,1295.445550562822,-0.2537242707752767,8420.871154839911,0.2361649928494277,7948.466167101563,synthetic_gp_augmentation
8534.014755688955,7034.239357035242,0.28152491771822374,1622.5565027404618,0.082650134320843,2038.856661731332,synthetic_gp_augmentation
9536.897919830855,5203.65302117352,0.4321466163216908,764.6102272373787,0.27371267170711827,822.6809103174648,synthetic_gp_augmentation
447.11912716840453,4614.89198456415,-0.11851531387190556,10868.064117047195,0.19508681898108496,9258.71216904511,synthetic_gp_augmentation
8290.620691854405,6010.709692372615,0.8622020749759656,76.59415827178148,0.0725961320318328,80.09123666026696,synthetic_gp_augmentation
5582.817024441521,5807.9916571844005,-0.1789432481686965,14080.509187717162,0.26480852409614375,11058.370482826194,synthetic_gp_augmentation
6798.354030163749,884.2095153465098,0.7758935304234535,935.9797078299439,0.10084159258194927,1047.2888657169428,synthetic_gp_augmentation
1694.5696360744791,7995.728883253512,0.09525306053449967,5094.04598829345,0.07395484470467081,5177.373828720501,synthetic_gp_augmentation
12546.846993813459,7535.117811589828,-0.4992241692339345,14575.956415965658,0.08977450929185764,14292.569167483098,synthetic_gp_augmentation
15084.227587855508,7172.73570289533,0.26060470268996994,1669.216877222647,0.2564892794800792,2015.7345807807862,synthetic_gp_augmentation
454.0742480106401,4978.313071539254,0.3796002122842852,1743.1123473638256,0.06678861665203553,1669.1571405415239,synthetic_gp_augmentation
9661.826928700431,4182.330650658513,0.7171086944916165,191.41708332773445,0.26137389012893536,152.2506551539792,synthetic_gp_augmentation
12245.120669884893,4290.228671053346,0.25678853385836875,1344.4144611137026,0.2737120000461497,1105.9419589909053,synthetic_gp_augmentation
4628.440659533242,119.49555382585953,-0.3682188649861758,6906.352769292256,0.0782044786518244,6923.948538298359,synthetic_gp_augmentation
12622.133799325145,3995.7560155635433,0.7975389830287889,68.79009654769132,0.06142458935239301,69.58231606520563,synthetic_gp_augmentation
10154.44530718419,4990.156541279359,0.29149670729566246,1335.4321381649884,0.07840009513806193,1327.7798172190314,synthetic_gp_augmentation
14873.685853110013,5269.6496701995875,-0.1198563312389494,5637.2563250734465,0.28223168976826873,5018.71329634435,synthetic_gp_augmentation
773.3032125794064,3770.258802348396,-0.33072113868615194,17410.73425775987,0.281303089504928,20685.283078994682,synthetic_gp_augmentation
7174.510400329399,5090.484853300595,-0.3635240253812937,13648.259808014693,0.17659030909168558,14863.937949149398,synthetic_gp_augmentation
8797.10582249367,3426.4440822014535,0.24901273132081436,1463.06495873027,0.1365789736719664,1640.292366852231,synthetic_gp_augmentation
15803.594419327741,10.18997000712396,0.8005888659574052,179.3144270047697,0.08402221383509043,180.5177797426743,synthetic_gp_augmentation
358.064255845296,186.23585185802403,-0.13205083138346352,4697.684473327356,0.06489097774651796,4747.066766566277,synthetic_gp_augmentation
13498.20848531932,3301.160780364022,-0.4729109317756176,11700.734913552838,0.3119874405957641,8383.52363393651,synthetic_gp_augmentation
5250.030077236686,6715.76759369813,-0.33405240747578624,17561.292635680882,0.278279403290839,17854.47617096037,synthetic_gp_augmentation
7728.796193806938,1384.1232758900962,-0.24005317156162315,6815.368062573423,0.1794164948416687,7156.838484935384,synthetic_gp_augmentation
15650.927358028881,110.6153124183349,-0.3885939821236627,3374.536425162577,0.07136992392176832,3440.742644063869,synthetic_gp_augmentation
7650.541699963692,3104.658800909698,0.11350501300062021,3355.45643750529,0.17943158084024263,2980.3784573623407,synthetic_gp_augmentation
2181.648863129335,5888.512834459591,0.7115210459969674,361.59663878458275,0.1939434238257222,408.9568640574121,synthetic_gp_augmentation
15132.12350179518,7069.231034808444,0.5426595984666638,611.5087854054082,0.18268049137066525,798.3977959867063,synthetic_gp_augmentation
4326.369671073545,3872.596895497111,-0.4896268372903592,16220.113076720509,0.2107666734891673,21737.76273836894,synthetic_gp_augmentation
8114.616114376359,6502.538265570933,0.7119884374587193,302.1522063478538,0.1807456985761451,309.1217414107589,synthetic_gp_augmentation
1542.158080830501,562.6436629409123,0.055098728737300706,5632.606384007818,0.07520792889919406,4885.450721671611,synthetic_gp_augmentation
6836.11641675462,4578.178780679066,0.5242928563334304,887.5462123034495,0.15922937256743197,742.3559468181015,synthetic_gp_augmentation
8088.36659873192,3171.0811799259195,-0.2514705618940494,10566.972727892677,0.251257572036631,8874.462721107677,synthetic_gp_augmentation
15541.048913657014,7680.805037304925,0.22155278661805633,1863.460028053946,0.2888720172547311,2244.556798685482,synthetic_gp_augmentation
8122.269311292601,845.0704762671481,-0.1317319178853681,6331.391572542409,0.08187521858900945,5738.680549130011,synthetic_gp_augmentation
7227.212437404526,7257.974975849795,0.8412714550114189,167.00679232207156,0.2889491346041053,136.01158586791186,synthetic_gp_augmentation
4543.849239766015,2490.2337499579535,0.004883645881149312,6133.710418554537,0.057932039958067366,5995.309007989924,synthetic_gp_augmentation
13702.058278344319,6401.282555191619,0.04268714176831301,2942.3733323774095,0.1728063849760953,3237.708470690128,synthetic_gp_augmentation
6299.242555074483,1353.5781270422476,0.13358751289200288,4391.837849899796,0.20216979452025313,4610.668128041979,synthetic_gp_augmentation
8538.500327857722,5964.563168007517,0.6326549383372211,432.61802630603455,0.09442396255066357,471.6886996408723,synthetic_gp_augmentation
15626.780356000816,4456.2155310994485,0.11499861043062531,2243.5678719172242,0.1008660335223134,2115.4865445943733,synthetic_gp_augmentation
3065.084386618236,1400.1358031549778,0.18074433841032533,7388.078145367846,0.15777979917439755,5348.6715589770465,synthetic_gp_augmentation
4892.270123850953,5744.697995500869,-0.18875551432161192,10550.791409675885,0.28209893194391045,11593.585657041232,synthetic_gp_augmentation
594.0066411104551,5710.048907651419,0.8836830914930669,83.4845419409662,0.389154877022404,108.92771070194982,synthetic_gp_augmentation
3282.916546299267,1803.7411011413972,0.3403560382398405,3439.08178219017,0.2610924051242342,3747.538853783439,synthetic_gp_augmentation
10912.555472985474,1058.3511379599724,0.844784100043886,84.28845140144955,0.09164838235489793,85.38340320855833,synthetic_gp_augmentation
10829.522763253328,5246.5003060732415,0.8427478855268278,97.25751815371856,0.29989431218544865,69.15661159103327,synthetic_gp_augmentation
4289.259308210151,6473.931868587072,-0.2738497865645184,16618.18614201793,0.0905774183245317,16171.744338441531,synthetic_gp_augmentation
5747.963562527077,5575.7642324019325,-0.18435963033568692,11220.78908114406,0.1464765093920149,10812.36088695968,synthetic_gp_augmentation
5646.88436753772,6635.789321538312,0.7392554490937515,381.1225048600658,0.23637015677039638,324.16268906714,synthetic_gp_augmentation
11496.35282760139,1299.9265579913874,0.0878241482772687,2254.2578764768205,0.23247107398344696,2995.199442134842,synthetic_gp_augmentation
7517.497283899655,3975.601796376355,0.01962078574359527,3746.654718522919,0.07502511266704102,3878.554542080577,synthetic_gp_augmentation
13656.701232727253,827.1191991617437,0.3824559242371034,844.5147138928974,0.07500605272042256,965.4642575678162,synthetic_gp_augmentation
9194.014947695123,1199.6555946272665,-0.01829976032586028,4927.382861368293,0.2156610158563497,4833.128361434804,synthetic_gp_augmentation
3499.910058320165,5071.860754007572,0.05700482257381767,5800.332259791832,0.14213371786837253,5028.887991360464,synthetic_gp_augmentation
14411.451322484554,6949.64643403056,0.07173726162021576,2943.1826206769697,0.10982412249244866,2988.290193523842,synthetic_gp_augmentation
719.7721028433942,289.638507648605,-0.1786244987417503,6724.834452813863,0.054963964492358436,5989.792712067928,synthetic_gp_augmentation
7964.143561193801,7763.463336722584,0.2525423942435051,2868.675107311599,0.32394326514133576,2560.250457801339,synthetic_gp_augmentation
3891.6164550803064,1860.4978684199177,0.0866675982009093,4633.786084384931,0.21677054794263717,5780.413825769387,synthetic_gp_augmentation
11979.062875729836,7799.738255237794,0.036693919420342724,3376.4662325923064,0.31698365918713023,3560.5002496800917,synthetic_gp_augmentation
12930.413167229168,7492.613443028053,-0.27984459056770195,10514.32517228981,0.06783833417117607,9129.01766724285,synthetic_gp_augmentation
14996.825881282164,6452.957542464238,0.033050454183944256,2851.266103235653,0.10088226604867784,3276.609635967622,synthetic_gp_augmentation
9743.860396486321,5213.8758000256,-0.20860926932420865,9532.775994576084,0.27579975480341445,9374.086879434099,synthetic_gp_augmentation
11394.711153162985,2276.423990904048,0.4123047280590807,259.87840336048583,0.27698222594005917,186.78634779108802,synthetic_gp_augmentation
11446.027097527936,2615.051533596203,-0.3426903791174917,8930.096695624967,0.19387837922997164,8222.044841662413,synthetic_gp_augmentation
15885.646520600074,7578.168584354958,0.12695194744341998,3308.7320591752887,0.15637610597533932,2711.151759317988,synthetic_gp_augmentation
2689.4191647589696,2875.9235875386116,0.6671456200295363,211.32893471757984,0.2056795515612409,228.61142313582025,synthetic_gp_augmentation
8354.759035137711,2986.1393409656307,0.514371786996547,333.5123750153609,0.0675159114959755,332.44449576597077,synthetic_gp_augmentation
8578.67197632416,2381.555122207078,0.8200083694194078,101.93029773097504,0.19834494631237456,90.4438482285128,synthetic_gp_augmentation
2928.808563908697,2609.0411410000315,0.4518297701541234,1011.0443559519897,0.18558705000543915,920.8492894106078,synthetic_gp_augmentation
324.5832622815011,84.05485271877478,-0.17558656447980925,5410.774790850756,0.05429491227442556,5137.162187206842,synthetic_gp_augmentation
14849.927599022123,3488.4209688761975,-0.42078463487762363,9339.694367676442,0.25379800658868307,7133.229219141913,synthetic_gp_augmentation
4306.73101735806,7542.717428223263,-0.11137733660604682,11352.535818038168,0.10158670491122669,10827.193712274051,synthetic_gp_augmentation
1821.166119450227,3603.5663211512283,0.016914688838354563,9112.069515529296,0.17803254508045857,6593.854649858696,synthetic_gp_augmentation
3919.9582776463035,2498.9584375967047,0.48360939495364763,907.7221051543944,0.06164749872624726,795.1964911677696,synthetic_gp_augmentation
4455.108080836119,591.3010388952307,0.4688476338984041,3946.3633949193186,0.08021555323159753,3744.688737036083,synthetic_gp_augmentation
4541.7415138802935,723.6672794949701,0.21197331886252302,5287.549339656418,0.059211049348485256,4976.021169976186,synthetic_gp_augmentation
3167.7736102463655,1013.595437723426,-0.19651980227748123,8541.720963791491,0.06737398933032704,7917.199398126037,synthetic_gp_augmentation
6120.072746208845,1308.1323530101586,0.2041674059476255,4126.765728790541,0.2281114080327201,4105.737858754744,synthetic_gp_augmentation
6224.167023959911,2416.235456674228,0.21411462672215975,3397.0562103528478,0.1513800991528205,3042.551632295247,synthetic_gp_augmentation
5490.223075585777,88.1334399642837,-0.07818442551423743,5506.2448917179945,0.05574687202094642,5286.4458169532345,synthetic_gp_augmentation
5313.989748138194,7601.151084745981,-0.13674508526317447,11903.826974384481,0.18909971605141943,11498.552127528454,synthetic_gp_augmentation
1526.7273160858945,990.5527414157964,0.8714042495743546,195.43565063130288,0.07513323487794453,192.83822878760202,synthetic_gp_augmentation
500.7586593059785,3065.1909788766966,0.25197291553825507,2668.068947398793,0.13355157421773747,2723.006597956631,synthetic_gp_augmentation
3313.6173724878186,7036.220477718245,0.2869072842082424,2857.7710146536906,0.08715321260043336,2644.572458954474,synthetic_gp_augmentation
12130.725895924184,852.543761526098,-0.48908827348471334,6821.763930451543,0.09938670408852883,6422.19353508988,synthetic_gp_augmentation
15853.875272262841,3868.8340140329665,-0.2454229057103698,4657.405679292631,0.22456831633334656,5542.634406731087,synthetic_gp_augmentation
8117.087753050521,4455.70099227312,0.8523730395262761,61.88281075910126,0.11287419753675479,66.12748694238113,synthetic_gp_augmentation
8555.999306869155,1682.7487633820804,-0.2546615719981194,9350.02731065326,0.2527883253760095,7383.666541414945,synthetic_gp_augmentation
5101.8469476698965,5884.076251300651,-0.0753944041423853,9628.058500972695,0.19373358004495506,8000.678954902559,synthetic_gp_augmentation
12405.637074338734,5450.728502940063,0.8862197912989709,50.58620572753907,0.21585670486947464,48.735887211051875,synthetic_gp_augmentation
12259.631338129113,2897.4872523753943,0.1735520992702545,1248.4617569396034,0.17727399051639078,1302.414155076804,synthetic_gp_augmentation
13523.930485560868,370.3612926510011,-0.05422911434168298,3251.4624949652193,0.08059612172921056,3553.72266734024,synthetic_gp_augmentation
14338.522777430462,62.91751916875121,0.38810248868154806,1140.4669096924495,0.05804927751362877,1141.6829821202598,synthetic_gp_augmentation
7006.153046782202,6603.143065017373,0.19482319832302142,2430.6658219499154,0.179854836190482,2462.435774304969,synthetic_gp_augmentation
12293.321532904441,2572.4588924725485,0.8404287282980412,37.56185739041183,0.13907841279148134,34.88460616770835,synthetic_gp_augmentation
12921.739787854469,1102.159188847237,-0.38352693281113664,5600.939023115896,0.13999119239478072,5917.678384695279,synthetic_gp_augmentation
5004.507997714228,4148.4098093038565,0.6067670887247258,531.0393312115812,0.23183430382946715,590.2773476850426,synthetic_gp_augmentation
1600.029891970522,67.8469161791817,0.6293370633863242,1094.6771697350766,0.06371789617914052,1077.9089529184976,synthetic_gp_augmentation
15908.879948696198,449.1483254113158,0.6868084768160128,271.05284511164336,0.08014302163493052,351.1180075917064,synthetic_gp_augmentation
12344.442418726025,3336.3594606805786,0.6889120012327579,149.68328909121567,0.2508778908110007,110.07788981418561,synthetic_gp_augmentation
1583.0073946568032,5407.727254040507,0.7133739784437907,295.7422617078527,0.1820614315616927,376.6949585972286,synthetic_gp_augmentation
10534.05140486951,3808.8036701364017,0.5053785094963268,334.7597820257089,0.2638979889101557,378.3548855197871,synthetic_gp_augmentation
643.4526337593364,7180.387507723237,-0.3006341945991957,20975.717417396405,0.2650216540641812,24855.539275715477,synthetic_gp_augmentation
12345.972496162507,352.67644429982516,-0.42733636910171235,5162.781231408308,0.10721398533931632,5051.916589848326,synthetic_gp_augmentation
12807.644454378978,2721.126957149949,-0.02292865870679911,3911.7901296658465,0.27709870067110326,3234.7620773571234,synthetic_gp_augmentation
9678.323024154019,2810.783115109766,0.19309780205550842,1881.3849411666865,0.26308992194686964,1806.594535959332,synthetic_gp_augmentation
13724.08023147347,2721.017807890734,-0.07633073896462639,4447.454970598482,0.27706563581522975,3761.62976078391,synthetic_gp_augmentation
1656.3441554162694,3901.487296987125,0.5390897074958343,707.289244489684,0.1738465673758537,770.0605964940796,synthetic_gp_augmentation
4487.18908844893,6324.616361556884,0.5114208688750945,1344.5036786171636,0.25483917084770147,1251.134873973038,synthetic_gp_augmentation
6685.422593323461,2543.060931222539,0.8606943015592421,69.20153146228462,0.0997242105080552,73.74966049902638,synthetic_gp_augmentation
775.0814499667626,5955.865653057621,0.06080232669917318,4189.3146045605245,0.09439694928314067,5453.258027226063,synthetic_gp_augmentation
4316.893952189799,4485.798845071602,0.5376799590364296,894.2350928011851,0.09524064731813126,909.0707512806996,synthetic_gp_augmentation
6344.486692417872,3000.704205324361,0.8842493241392111,43.73871614366657,0.06820838924070292,47.60352044322326,synthetic_gp_augmentation
6859.131848677673,4313.686418364565,0.5830613516931107,475.3751930361221,0.2656479974315485,531.3871440262809,synthetic_gp_augmentation
14082.646562454192,861.9980029779955,-0.102995657017113,3266.6993657322846,0.08710803726393616,3386.106169711939,synthetic_gp_augmentation
4398.421431389461,7627.702774087268,-0.4786186412211725,26380.149954200864,0.22870272708182557,27344.409404456994,synthetic_gp_augmentation
6742.11825316915,4029.7741841573275,0.5300655259904368,700.6873514993575,0.0819420989574213,647.072637454879,synthetic_gp_augmentation
4192.219777576823,2543.273270052187,0.5520642560178455,518.1766727625184,0.0959386505447358,535.6820620462798,synthetic_gp_augmentation
8092.601264257464,7099.0875304332685,0.8012414586834158,195.18611095923464,0.1759924554721888,160.6553979607951,synthetic_gp_augmentation
2513.6475559534174,1515.5014599957317,0.779755794699863,352.37972829697554,0.07369607556269532,260.5893242407664,synthetic_gp_augmentation
9096.06448804804,5493.715650840087,-0.456653866914013,16275.756003843377,0.0816567936980466,15892.37560598231,synthetic_gp_augmentation
6673.191085798751,711.1972727013454,-0.4458457691055066,9645.174347499778,0.07266535011204343,8463.035642389843,synthetic_gp_augmentation
13200.206540707664,5858.937415333118,0.1252937103328562,1705.3962562315912,0.22257054929917863,2244.7188709993716,synthetic_gp_augmentation
4181.876008409143,2145.018306512979,0.6689713418605701,341.10045949352616,0.23298255918072508,376.3953524655491,synthetic_gp_augmentation
15519.36810341306,5287.482922137179,0.6866557172617305,187.64127184032984,0.3099308749979404,220.76269894576797,synthetic_gp_augmentation
12577.080131536486,6984.302290885284,0.06614541372189409,3146.0031314740536,0.06298811124844471,2972.2798940200983,synthetic_gp_augmentation
15484.729113359808,4876.890985879925,-0.07774372451284584,5213.566625078061,0.20448066693668776,4228.479256991224,synthetic_gp_augmentation
13426.371221801835,1701.469866288872,0.2092420222041642,1209.2487589685961,0.26165798648933103,1203.8000781013861,synthetic_gp_augmentation
2359.452421041118,393.3242043137328,0.6655604896179126,2320.409608854953,0.07624683050553284,2613.1420347868666,synthetic_gp_augmentation
8470.71544109672,356.91177356052697,0.3910945675480352,2433.5615582300657,0.06862012887922625,2822.1458517605734,synthetic_gp_augmentation
2802.6584870129927,710.4950561120634,-0.30427186087665126,10583.783942376043,0.08374702098410894,8965.996258948562,synthetic_gp_augmentation
13109.814906773392,4638.543299757727,0.007127521121980895,2914.4619032414603,0.2205571528143285,3152.3591578068103,synthetic_gp_augmentation
9388.178172014404,2785.7428323252097,0.27759628126815306,1235.5339900296428,0.2749271791057613,1423.3853325738623,synthetic_gp_augmentation
4288.844098274802,1944.8558191671852,0.2535674038020408,4550.876575728451,0.11269034722080493,3969.113379786377,synthetic_gp_augmentation
14880.623654914025,1754.4524623775296,0.6628876281241904,58.411766335741184,0.2795891392490912,79.37355628524062,synthetic_gp_augmentation
1931.4582476967448,7588.6522552247925,0.8050404693769195,325.7566883090386,0.1757236610580328,245.60964533244677,synthetic_gp_augmentation
9065.412215193892,950.5326071365952,-0.3593516681546419,7483.277732017998,0.12258806052154847,7025.612880869009,synthetic_gp_augmentation
11564.544819200935,2438.5152861812376,-0.1858293735157564,6096.324258527161,0.12226070459212254,5938.159437686712,synthetic_gp_augmentation
1035.6917435856653,3771.8180961535454,0.04901967489519021,5499.228115399787,0.28137150370832636,5757.705296662348,synthetic_gp_augmentation
9605.910927978637,3.596208594043304,-0.08504268596856102,3427.0878951945283,0.055068208964211704,3644.9625038057484,synthetic_gp_augmentation
13072.829325863197,7367.625499805797,0.07160669294181987,2812.702061715269,0.22061154983626305,2944.8057919813386,synthetic_gp_augmentation
1173.6842992470486,792.7887260808309,-0.44299027993867524,15265.933751072274,0.0825378910325204,13598.804242578639,synthetic_gp_augmentation
8244.663240595371,5459.76480548938,-0.407581421772059,14143.44823754131,0.13495112570741116,15389.400317335327,synthetic_gp_augmentation
4211.059132564967,5030.923817299907,0.6737060691119041,433.0962167326513,0.0850562028605542,458.55326217862375,synthetic_gp_augmentation
10640.49877943704,6472.510840837897,-0.3563855022433582,11472.019542373877,0.09452787021677468,12515.458800052438,synthetic_gp_augmentation
1986.9701365536341,5211.10184449722,0.6537051567926493,573.7497697166019,0.2751471404855723,554.4219659848072,synthetic_gp_augmentation
14999.11774766106,6155.0993377278355,-0.07088319747575095,5863.516257754566,0.23841828607494525,4273.519365547338,synthetic_gp_augmentation
14326.184449264236,3369.98887030822,-0.06708728215560189,4095.0361052222856,0.21169532932370663,3669.064992479439,synthetic_gp_augmentation
5239.927561405163,5613.296817315355,-0.4814312659231018,26971.908719708565,0.21894150016896172,22612.808788574275,synthetic_gp_augmentation
9443.396096983384,4547.413768440409,-0.002595948176460694,3611.9099927722737,0.10833589223072483,3905.425562735478,synthetic_gp_augmentation
11517.191152484582,4092.308402133759,0.6694996688115764,184.8778201650178,0.1654857688426632,177.972261863982,synthetic_gp_augmentation
7138.230641048105,1644.4672484363946,0.7879376503532864,254.31726024902127,0.2212329212468934,281.0792660009886,synthetic_gp_augmentation
2585.0320191795035,2064.866086451003,-0.4137802214175386,15189.769433208507,0.12692517579322943,17035.754884169353,synthetic_gp_augmentation
1756.0087514656582,2867.977928475148,-0.45672871067214776,23151.70132776601,0.21502841310201012,23051.428086806645,synthetic_gp_augmentation
15996.268856938068,74.27508338802546,-0.2776791318175331,2920.876830975401,0.07799027929445132,3014.4597004250777,synthetic_gp_augmentation
7340.098730951448,3338.907596641896,0.5728057321599742,382.4200430241281,0.2425907830698626,380.98159710450216,synthetic_gp_augmentation
13973.254811461122,22.147806111302515,-0.21316412756713532,3084.9843304190103,0.06572481258864914,3269.4988764661375,synthetic_gp_augmentation
7769.77847360292,4520.1234873706935,-0.1768654758477477,8260.027875373973,0.06892929406176615,8733.720772464741,synthetic_gp_augmentation
14765.486452881452,5632.230151778791,0.7445197770478049,177.8433952041075,0.26414145961932356,159.24804507920666,synthetic_gp_augmentation
1495.3741860676546,4497.189052921011,0.7249286542619484,264.7443028699821,0.07612878514690637,281.7383164821052,synthetic_gp_augmentation
1912.9051422193602,5548.159785639007,0.4384049071882361,1586.1082202138318,0.102373095996597,1495.27655346054,synthetic_gp_augmentation
14881.151784815167,0.10534844965981449,-0.27038070732592945,2816.092513994022,0.08900571207543607,2976.7111071751015,synthetic_gp_augmentation
15165.13941621208,475.53578627447644,0.03360886551220055,2494.3249222974373,0.06397888299413314,2680.1319410187825,synthetic_gp_augmentation
5104.007414699277,5587.699527004443,-0.16935163137725273,9664.861871647812,0.15808826942056875,10696.111916207925,synthetic_gp_augmentation
5747.1217032025625,6423.201183654164,0.4405838145803801,1665.6631362245273,0.143389080442118,1503.6453402425072,synthetic_gp_augmentation
7293.958733872652,5741.612567115156,0.591903475852879,509.6377290895105,0.28531423839442227,618.199093573584,synthetic_gp_augmentation
6716.970713069924,5304.097940428413,-0.3010127891754222,18092.644570864588,0.27714927718986393,13553.914767226439,synthetic_gp_augmentation
3121.718933757587,5659.0613104924805,0.7571381660698264,288.489840615729,0.24932884868486502,262.8961432211012,synthetic_gp_augmentation
14384.168604636056,5916.719406369326,0.14795627005737122,2716.2047337869,0.15290406259283698,2224.487449444214,synthetic_gp_augmentation
4127.590851219735,5795.019986940554,0.6130081962929275,976.5156462581045,0.27225089096413174,742.2205379892956,synthetic_gp_augmentation
11313.83131069466,5904.067821506718,-0.42770734804125277,13779.428085219031,0.17760521689176065,12851.365794195768,synthetic_gp_augmentation
1167.775275986069,592.1576593214465,0.004813661827212656,4198.559314477949,0.07743434750433088,4504.748003560589,synthetic_gp_augmentation
716.1461713020285,506.1724119569977,-0.47930667322374476,13857.09425915373,0.15065207345578152,12155.75064342692,synthetic_gp_augmentation
10494.314513973039,2888.9595458355116,0.5058786240099094,196.6259202101016,0.19653317624490219,202.94525549039483,synthetic_gp_augmentation
5490.35213541484,4220.773716390365,-0.38876864167634073,15010.561656682992,0.27901175388232186,16533.49885353957,synthetic_gp_augmentation
10521.804344248021,6100.952431373821,-0.0263998925629777,6036.80472674785,0.1750133781480035,4923.661419611671,synthetic_gp_augmentation
1594.9371144844029,2677.6625503281,0.5944481528943293,279.9187850481329,0.2585204027941012,327.03290429411055,synthetic_gp_augmentation
15202.636940662227,2200.9366130690787,0.5485530698060794,93.68547489763421,0.2751452647705707,126.99500188587453,synthetic_gp_augmentation
12001.380023600217,6251.586464948236,0.39640546852197966,1577.6548478707684,0.28273977669564754,1157.9531191158817,synthetic_gp_augmentation
14032.649005110208,1994.6948116319597,0.4716288943779443,105.29620709076374,0.08074950316098915,119.22442497877236,synthetic_gp_augmentation
2269.8818093077234,6566.731014515707,0.41172385514500176,1717.0832939913898,0.1294261205741457,1796.8529918680958,synthetic_gp_augmentation
5190.559405396623,1417.0683977603087,0.39778634260956236,2880.7052985661903,0.13882354610336992,2996.1404141030007,synthetic_gp_augmentation
5956.672210880871,2875.7881829798143,-0.010483503942040506,4555.378862268741,0.20281960590178902,5502.843781091178,synthetic_gp_augmentation
8641.045108396414,3208.6048754111225,-0.4605680142924022,10975.154824710693,0.2837286681139126,13422.798391975812,synthetic_gp_augmentation
4820.208919567887,2396.083578461143,0.11855618974209192,5018.446540110789,0.1784596160261344,4475.065213430405,synthetic_gp_augmentation
1064.0288008115413,26.855311096101175,-0.43635648777351743,6833.050782547748,0.057411836800149496,6985.629396245175,synthetic_gp_augmentation
4147.334102573786,2701.2284710309896,0.14971056742165922,4846.389705026133,0.2690653851002543,4458.419207319201,synthetic_gp_augmentation
6236.148534265116,2508.999156213302,-0.2497898478306531,8742.899141622585,0.0664340898323365,9270.60298657333,synthetic_gp_augmentation
3231.6567276584174,6284.443971817657,0.5979662825168603,857.0172259614699,0.2775204357058406,886.4489394421076,synthetic_gp_augmentation
4264.152355579294,378.9421002917841,0.4858930786746035,3545.4911095482976,0.06847477356636826,3602.954562720306,synthetic_gp_augmentation
10068.542212873073,3111.5895972419257,0.28335535698132186,1055.1395239646822,0.19032675749047637,1113.119769710992,synthetic_gp_augmentation
6271.645969791235,300.12364463553,0.7962720121703621,1883.242490593829,0.0715654457246095,1524.9160161042594,synthetic_gp_augmentation
5591.595951394924,7445.180529032074,-0.09793804150570484,9703.073024383642,0.11685077353595172,10051.58567323638,synthetic_gp_augmentation
