row_id,fold
nrc_groeneveld_24579pt__122,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__123,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__124,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__125,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__126,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__127,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__128,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__129,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__130,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__131,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__132,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__133,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__134,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__135,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__136,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__137,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__138,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__139,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__140,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__141,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__142,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__143,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__144,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__145,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__146,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__147,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__148,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__149,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__150,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__151,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__152,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__153,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__154,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__155,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__156,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__157,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__158,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__159,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__160,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__161,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__162,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__163,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__164,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__165,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__166,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__167,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__168,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__169,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__170,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__171,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__172,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__173,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__174,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__175,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__176,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__177,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__178,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__179,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__180,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__181,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__182,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__183,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__184,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__185,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__186,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__187,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__188,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__189,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__190,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__191,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__192,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__193,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__194,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__195,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__196,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__197,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__198,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__199,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__200,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__201,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__202,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__203,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__204,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__205,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__206,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__207,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__208,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__209,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__210,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__211,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__212,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__213,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__214,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__215,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__216,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__217,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__218,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__219,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__220,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__221,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__222,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__223,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__224,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__225,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__226,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__227,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__228,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__229,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__230,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__231,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__232,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__233,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__234,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__235,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__236,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__237,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__238,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__239,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__240,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__241,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__242,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__243,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__244,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__245,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__246,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__247,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__248,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__249,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__250,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__251,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__252,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__253,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__254,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__255,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__256,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__257,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__258,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__259,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__260,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__261,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__262,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__263,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__264,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__265,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__266,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__267,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__268,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__269,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__270,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__271,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__272,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__273,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__274,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__275,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__276,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__277,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__278,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__279,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__280,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__281,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__282,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__283,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__284,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__285,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__286,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__287,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__288,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__289,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__290,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__291,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__292,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__293,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__294,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__295,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__296,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__297,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__298,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__299,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__300,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__301,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__302,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__303,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__304,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__305,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__306,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__307,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__308,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__309,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__310,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__311,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__312,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__313,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__314,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__315,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__316,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__317,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__318,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__319,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__320,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__321,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__322,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__323,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__324,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__325,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__326,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__327,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__328,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__329,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__330,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__331,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__332,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__333,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__334,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__335,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__336,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__337,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__338,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__339,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__340,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__341,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__342,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__343,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__344,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__345,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__346,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__347,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__348,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__349,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__350,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__351,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__352,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__353,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__354,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__355,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__356,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__357,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__358,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__359,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__360,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__361,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__362,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__363,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__364,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__365,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__366,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__367,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__368,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__369,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__370,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__371,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__372,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__373,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__374,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__375,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__376,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__377,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__378,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__379,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__380,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__381,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__382,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__383,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__384,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__385,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__386,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__387,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__388,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__389,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__390,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__391,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__392,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__393,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__394,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__395,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__396,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__397,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__398,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__399,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__400,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__401,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__402,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__403,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__404,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__405,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__406,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__407,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__408,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__409,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__410,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__411,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__412,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__413,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__414,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__415,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__416,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__417,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__418,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__419,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__420,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__421,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__422,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__423,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__424,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__425,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__426,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__427,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__428,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__429,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__430,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__431,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__432,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__433,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__434,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__435,nrc_groeneveld_24579pt
nrc_groeneveld_24579pt__436,nrc_groeneveld_24579pt
